Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
PALU,PALU,L4,RS Bala Keselamatan/Woodward,Jln. L.H.Woodward No.1 Lolu Selatan,,C,,,
PALU,PALU,L4,RS Alkhairat,Jln. Sis Aljufri Palu Barat,,D,,,
PALU,PALU,L5,RS Jiwa Madani Palu,Jl.Thalua Konci No. 11 ,(O451) 491470,C,,,
PALU,PALU,L6,RS Bersalin Defina,Jln. Trans Sulawesi Kelurahan Kampal Parigi Mountong,,D,,,
PALU,PALU,S1,APOTEK Kimia Farma ,Jl. Suharso No.14 Palu,Telp. (0451) 424923,,,,
PALU,PALU,S3,Optik Ceria Palu,"Jl. Pattimura Palu
",Telp. (0451) 453722,,,,
PALU,PALU,S3,Optik Indo Palu,"Jl. Gajah Mada No. 122 Palu
",Telp. (0451) 422726,,,,
PALU,PALU,S3,Optik Internasional Palu,"Jl. Monginsidi No.67 Palu
",Telp. (0451) 455124,,,,
PALU,TOLI-TOLI,S3,Optik Internasional Tolitoli,"Jl. Usman Binol No. 80 Tolitoli
",Telp. (0453) 422623,,,,
PALU,PALU,S3,Optik Purnama,"Jl. Megamu No. 43
",Telp. (0453) 23413,,,,
LUWUK,LUWUK,P1,PKM  BALANTAK,BALANTAK,081242515760/085342707799,,,,
LUWUK,LUWUK,P1,PKM  BATUI,BATUI,081341222386/085241038520,,,,
LUWUK,LUWUK,P1,PKM  BONEBOBAKAL,BONEBOBAKAL,085241210866/085214638072,,,,
LUWUK,LUWUK,P1,PKM  BUALEMO,BUALEMO,81245010808,,,,
LUWUK,LUWUK,P1,PKM  BUNTA,TRANS LUWUK BUNTA,085255721442/085241264182,,,,
LUWUK,LUWUK,P1,PKM  HUNDUHON,HUNDUHON,081341063276/082194392400,,,,
LUWUK,LUWUK,P1,PKM  KAMPUNG BARU,KAMPUNG BARU,085241010473/085242104874,,,,
LUWUK,LUWUK,P1,PKM  KINTOM,KINTOM,81341427104,,,,
LUWUK,LUWUK,P1,PKM  LEBU,LEBU,85240094550,,,,
LUWUK,LUWUK,P1,PKM  LUWUK,LUWUK,082193704444/081355335302,,,,
LUWUK,LUWUK,P1,PKM  MANTOK,MANTOK,082347667827/081330930882,,,,
LUWUK,LUWUK,P1,PKM  NUHON,TOMEANG NUHON,85241184821,,,,
LUWUK,LUWUK,P1,PKM  PAGIMANA,PAGIMANA,081341423000/085756410212,,,,
LUWUK,LUWUK,P1,PKM  SAITI,SAITI,81341390423,,,,
LUWUK,LUWUK,P1,PKM  SINORANG,SINORANG,85696672479,,,,
LUWUK,LUWUK,P1,PKM  TANGEBAN,TANGEBAN,081245415282/085394266705,,,,
LUWUK,LUWUK,P1,PKM  TOIMA,TOIMA,085255365081/085232656552,,,,
LUWUK,LUWUK,P1,PKM TOILI I,TOILI I,08124540818/085232699343,,,,
LUWUK,LUWUK,P1,PKM TOILI II,TOILI II,085241029373/081388541600,,,,
LUWUK,LUWUK,P1,PKM TOILI III,TOILI III,081543243956/085255255427,,,,
LUWUK,LUWUK,P1,PKM  BANGGAI,BANGGAI,85230648940,,,,
LUWUK,LUWUK,P1,PKM  BULAGI,BULAGI,,,,,
LUWUK,LUWUK,P1,PKM  LANTIBUNG,LANTIBUNG,,,,,
LUWUK,LUWUK,P1,PKM  LIPULALONGO,LIPULALONGO,,,,,
LUWUK,LUWUK,P1,PKM  LOLANTANG,LOLANTANG,82194320093,,,,
LUWUK,LUWUK,P1,PKM  LUMBI-LUMBIA,LUMBI-LUMBIA,82194394003,,,,
LUWUK,LUWUK,P1,PKM  MANSAMAT,MANSAMAT,81245205205,,,,
LUWUK,LUWUK,P1,PKM  PATUKUKI,PATUKUKI,,,,,
LUWUK,LUWUK,P1,PKM  SABANG,SABANG,81385662333,,,,
LUWUK,LUWUK,P1,PKM  SALEATI,SALEATI,,,,,
LUWUK,LUWUK,P1,PKM  SAMBIUT,SAMBIUT,87844317179,,,,
LUWUK,LUWUK,P1,PKM  TATABA,TATABA,85230648940,,,,
LUWUK,LUWUK,P1,PKM BUNGIN,BUNGIN,82194394421,,,,
LUWUK,LUWUK,P1,PKM SALAKAN,SALAKAN,82194360870,,,,
LUWUK,LUWUK,P1,PKM LOKOTOY,LOKOTOY,81245019682,,,,
LUWUK,LUWUK,P1,PKM  BAHODOPI,BAHODOPI ,81355252758,,,,
LUWUK,LUWUK,P1,PKM  BAHONSUAI,BAHONSUAI KEC.BUNGKU TENGAH,85241850207,,,,
LUWUK,LUWUK,P1,PKM  BATURUBE,BATURUBE,81245498687,,,,
LUWUK,LUWUK,P1,PKM  BETELEME,BETELEME,81354272160,,,,
LUWUK,LUWUK,P1,PKM  BUNGKU,BUNGKU,81343529773,,,,
LUWUK,LUWUK,P1,PKM  KALEROANG,KALEROANG KEC.BUNGKU SELATAN,85240677100,,,,
LUWUK,LUWUK,P1,PKM  KOLONODALE,KOLONODALE,85237653012,,,,
LUWUK,LUWUK,P1,PKM  LAANTULA JAYA,LAANTULA JAYA,81245401657,,,,
LUWUK,LUWUK,P1,PKM  LEE,LEE,81341218125,,,,
LUWUK,LUWUK,P1,PKM  MALINO,MALINO,85240076304,,,,
LUWUK,LUWUK,P1,PKM  PANDAUKE,PANDAUKE ,85341003676,,,,
LUWUK,LUWUK,P1,PKM  TAMBAYOLI,TAMBAYOLI,81245006142,,,,
LUWUK,LUWUK,P1,PKM  TOMATA,TOMATA,85756157452,,,,
LUWUK,LUWUK,P1,PKM  ULUNAMBO,ULUNAMBO KEC.MENUI KEPULAUAN,85255526141,,,,
LUWUK,LUWUK,P1,PKM  WOSU,WOSU,81354445553,,,,
LUWUK,LUWUK,P1,PKM   KAYAMANYA,JL.P.NIAS KAYAMANYA,85242186955,,,,
LUWUK,LUWUK,P1,PKM  DODA,LORE TENGAH,85211159683,,,,
LUWUK,LUWUK,P1,PKM  GINTU,GINTU KEC.LORE SELATAN,85398108131,,,,
LUWUK,LUWUK,P1,PKM  KAWUA,KAWUA,85244050300,,,,
LUWUK,LUWUK,P1,PKM  LAWANGA,JL.YOS SUDARSO POSO,81245747448,,,,
LUWUK,LUWUK,P1,PKM  MAPANE,MAPANE KEC.POSO PESISIR,81341164917,,,,
LUWUK,LUWUK,P1,PKM  MAYOA,MAYOA KEC.PAMONA SELATAN,85240059338,,,,
LUWUK,LUWUK,P1,PKM  MEKO,MEKO,81245476010,,,,
LUWUK,LUWUK,P1,PKM  PENDOLO,PENDOLO KEC.PAMONA SELATAN,85241021671,,,,
LUWUK,LUWUK,P1,PKM  TAGOLU,TAGOLU KEC.LAGE,85342493480,,,,
LUWUK,LUWUK,P1,PKM  TAMBARANA,DESA TAMBARANA,81355514400,,,,
LUWUK,LUWUK,P1,PKM  TANGKURA,TANGKURA,85241445763,,,,
LUWUK,LUWUK,P1,PKM  TARIPA,TARIPA KEC.PAMONA TIMUR,85241049509,,,,
LUWUK,LUWUK,P1,PKM  TENTENA,TENTENA KEC. PAMONA UTARA,81355067042,,,,
LUWUK,LUWUK,P1,PKM  TONUSU,TONUSU,85241452347,,,,
LUWUK,LUWUK,P1,PKM  WUASA,WUASA KEC.LORE UTARA,81245404166,,,,
LUWUK,LUWUK,P1,PKM KOROBONO,DESA KOROBONO,85256012521,,,,
LUWUK,LUWUK,P1,PKM LANGKEKA,DESA LANGKEKA,81342537539,,,,
LUWUK,LUWUK,P1,PKM MAHOLO,DESA MAHOLO,81245439463,,,,
LUWUK,LUWUK,P1,PKM WATUTAU,DESA WATUTAU,81354409426,,,,
LUWUK,LUWUK,P1,PKM  AMPANA TIMUR,AMPANA,85241130133,,,,
LUWUK,LUWUK,P1,PKM  AMPANA BARAT,AMPANA BARAT,81354290297,,,,
LUWUK,LUWUK,P1,PKM  AMPANA TETE,KEL. AMPANA TETE,85241193193,,,,
LUWUK,LUWUK,P1,PKM  DATARAN BULAN,DESA DATARAN BULAN,,,,,
LUWUK,LUWUK,P1,PKM  DOLONG,DESA DOLONG,,,,,
LUWUK,LUWUK,P1,PKM  LEBITI,LEBITI,,,,,
LUWUK,LUWUK,P1,PKM  MAROWO,DESA MAROWO,,,,,
LUWUK,LUWUK,P1,PKM  MATAKO,MATAKO,85341757603,,,,
LUWUK,LUWUK,P1,PKM  POPOLII,POPOLII,,,,,
LUWUK,LUWUK,P1,PKM  UEKULI,UEKULI,,,,,
LUWUK,LUWUK,P1,PKM  WAKAI,WAKAI,81525755949,,,,
LUWUK,LUWUK,P1,PKM PASOKAN,PASOKAN,81341118006,,,,
LUWUK,LUWUK,P1,PKM TOMBIANO,DESA TOMBIANO,85244508553,,,,
LUWUK,LUWUK,P2,DR. ILHAM JAYADI,"JL. TRANS SULAWESI KEL. BUNGI, KEC. BUNGKU TENGAH",08525550379,,,,
LUWUK,LUWUK,P2,DR ABDI GUNAWAN,JL. GUNUNG MERAPI,081227476390,,,,
LUWUK,LUWUK,P2,DR MUHAMAD MAMANG,JL. JOGUGU SOPIA NO. 134,082190490099,,,,
LUWUK,LUWUK,P2,"DR ABDUL RAHMAN D.M, MARS",AMPANA,081341093858,,,,
LUWUK,LUWUK,P2,DR HANS TUNGGADI,JL. KARINO NO. 49,081345582,,,,
LUWUK,LUWUK,P2,DR INTAN SARIANA TOMPO,JL. UMANASOLI ,085242186955,,,,
LUWUK,LUWUK,P2,DR ANAK AGUNG GEDE M.P ASMARA,JL WULANDARI NO 49 ,081245481974,,,,
LUWUK,LUWUK,P5,RUMKITBAN POSO,JL. TADULAKO NO. 20,,,,,
LUWUK,LUWUK,P5,POSKES 07.10.03 LUWUK BANGGAI,JL. SAMRATULANGI N0 242,,,,,
LUWUK,LUWUK,P6,KLINIK POLRES POSO,JL. P. SUMATRA NO. 40,,,,,
LUWUK,LUWUK,P6,KLINIK POLRES MOROWALI,JL.TRANS SULAWESI,,,,,
LUWUK,LUWUK,P6,KLINIK POLRES TOUNA,JL.MUH. HATTA,,,,,
LUWUK,LUWUK,P6,KLINIK POLRES BANGGAI,JL.S BATUI,,,,,
LUWUK,LUWUK,P6,KLINIK POLRES BANGKEP,JL. BHAYANGKARA NO.21,,,,,
LUWUK,LUWUK,L1,RSUD KOLONODALE,Jl. W. Monginsidi No. 2 Kolonodale,0465-21010,C,,,
LUWUK,LUWUK,L1,RSUD MOROWALI,Jl. Trans Sulawesi Fonuasingku Bungku,- ,C,,,
LUWUK,LUWUK,L1,RSUD POSO,Jl. Jend. Sudirman No. 33 Poso,0452-21071,C,,,
LUWUK,LUWUK,L1,RSUD AMPANA,Jl. Sultan Hasanuddin No. 32 Ampana,0464-21164,C,,,
LUWUK,LUWUK,L1,RSUD LUWUK,Jl. Imam Bonjol KM 3 Luwuk,0461-21280,C,,,
LUWUK,LUWUK,L1,RSUD BANGGAI,Desa Adean KM 7 Kec. Banggai,-,D,,,
LUWUK,LUWUK,L4,RS SINAR KASIH TENTENA,Jl. Setia Budi No. 98 Tentena,0458-21393,SETARA D,,,
LUWUK,LUWUK,S3,OPTIK MUTIARA BANDUNG ,Jl. Pulau Sumatera No. 12 Poso,0452-22272,,,,
LUWUK,LUWUK,S3,OPTIK FAJAR,Jl. Moh. Hatta No. 118 Ampana ,,,,,
LUWUK,LUWUK,S3,OPTIK ROLISTHA ,Jl. Urip Sumiharjo No. 60 Luwuk,0461-22081,,,,
LUWUK,LUWUK,S3,OPTIK CERIA,Jl. Ahmad Yani No. 163 Luwuk,0461-21967,,,,
LUWUK,LUWUK,S3,OPTIK SILOAM,Jl. Jend. A. Yani No. 63 Luwuk,0461-21574,,,,
TONDANO,TONDANO,P1,TOMOHON TENGAH,"Kel. Matani I, Kec. Tomohon Tengah",8124303353,,,,
TONDANO,TONDANO,P1,RURUKAN,"Kel. Rurukan, Kec. Tomohon Timur",7846387070,,,,
TONDANO,TONDANO,P1,TARA TARA,"Kel. Tara-tara I Ling. VI, Kec. Tomohon Barat",85240033938,,,,
TONDANO,TONDANO,P1,PANGOLOMBIAN,"Ds. Pangolombian, Kec. Tomohon Selatan",8124303353,,,,
TONDANO,TONDANO,P1,TINOOR,Ds. Tinoor II Kec. Tomohon Utara,811431375,,,,
TONDANO,TONDANO,P1,KAKASKASEN,"Kel. Kakaskasen I Ling. V, Kec. Tomohon Utara",81356762111,,,,
TONDANO,TONDANO,P1,LANSOT,"Kel. Lansot, Kec Tomohon Selatan",081311453059/081356202089,,,,
TONDANO,TONDANO,P1,KAKAS BARAT,Kec. Kakas Barat,81340370038,,,,
TONDANO,TONDANO,P1,TUMARATAS,Kec. Langowan Barat,85240404588,,,,
TONDANO,TONDANO,P1,PINELENG,"Ds. Pineleng I, Kec. Pineleng",81340049049,,,,
TONDANO,TONDANO,P1,TATELI,"Ds. Tateli, Kec. Pineleng",85240404588,,,,
TONDANO,TONDANO,P1,TOMBULU,"Ds. Tombulu, Kec. Tombulu",85220612420,,,,
TONDANO,TONDANO,P1,TANAWANGKO,"Ds. Borgo, Kec. Tombariri",8124468846,,,,
TONDANO,TONDANO,P1,LOLAH,"Ds. Lolah I, Kec. Tombariri",82346356798,,,,
TONDANO,TONDANO,P1,SONDER,"Ds. Sonder, Kec. Sonder",85225220211,,,,
TONDANO,TONDANO,P1,KAWANGKOAN,"Ds. Kawangkoan, Kec. Kawangkoan",82346780011,,,,
TONDANO,TONDANO,P1,TOMPASO,"Ds. Tompaso, Kec. Tompaso",811436606,,,,
TONDANO,TONDANO,P1,WOLAANG,"Ds. Wolaang, Kec. Langowan Timur",82188705559,,,,
TONDANO,TONDANO,P1,WALANTAKAN,"Ds. Walantakan, Kec. Langowan Utara",81340130672,,,,
TONDANO,TONDANO,P1,REMBOKEN,"Ds. Remboken, Kec. Remboken",85240011792,,,,
TONDANO,TONDANO,P1,MANEMBO,"Ds. Manembo, Kec. Langowan Selatan",85240011792,,,,
TONDANO,TONDANO,P1,KAKAS,"Ds. Tounelet, Kec. Kakas", ,,,,
TONDANO,TONDANO,P1,TANDENGAN,"Ds. Tandengan, Kec. Eris",85396222185,,,,
TONDANO,TONDANO,P1,SERETAN,"Ds. Seretan, Kec. Lembean Timur",81340816461,,,,
TONDANO,TONDANO,P1,KOMBI,"Ds. Kombi, Kec. Kombi",8124471201,,,,
TONDANO,TONDANO,P1,K O Y A,"Ds. Koya, Kec. Tondano Selatan",8124476099,,,,
TONDANO,TONDANO,P1,PAPAKELAN,"Ds. Papakelan, Kec. Tondano Timur",85240112002,,,,
TONDANO,TONDANO,P1,TONSEA LAMA,"Ds. Tonsea Lama, Kec. Tondano Utara",82193309192,,,,
TONDANO,TONDANO,P1,TOULUAAN,"Ds. Lobu I, Kec. Touluaan",'081244908848,,,,
TONDANO,TONDANO,P1,RATATOTOK,"Ds. Ratatotok II, Kec. Ratatotok",81244800808,,,,
TONDANO,TONDANO,P1,TOWUNTU TIMUR,Kec. Pasan,,,,,
TONDANO,TONDANO,P1,TAMBELANG,Kec. Touluaan Selatan,81340062672,,,,
TONDANO,TONDANO,P1,PUSOMAEN,"Ds. Tatengesan, Kec. Pusomaen",85298125959,,,,
TONDANO,TONDANO,P1,BASAAN,Kec. Ratatotok,85298136663,,,,
TONDANO,TONDANO,P1,MOLOMPAR BELANG,"Ds. Molompar, Kec. Belang",81244789888,,,,
TONDANO,TONDANO,P1,TOMBATU,"Ds. Tombatu II, Kec.Tombatu",81340647070,,,,
TONDANO,TONDANO,P1,MOLOMPAR ,"Ds. Molompar, Kec. Tombatu",81256642139,,,,
TONDANO,TONDANO,P1,RATAHAN,"Kel. Tosuraya, Kec. Ratahan",82395968849,,,,
TONDANO,TONDANO,P1,BELANG,Ds. Belang Kec. Belang,85256467590,,,,
TONDANO,TONDANO,P1,RANOMEA,"Ds. Ranomea, Kec. Amurang Timur",85398639373,,,,
TONDANO,TONDANO,P1,KUMELEMBUAI,"Ds. Kumelembuai, Kec. Kumelembuai",8114340927,,,,
TONDANO,TONDANO,P1,MOTOLING TIMUR,"Ds. Wenga, Kec. Motoling",82138171599,,,,
TONDANO,TONDANO,P1,AMURANG BARAT,"Ds. Kapitu, Kec. Amurang Barat",81340134556,,,,
TONDANO,TONDANO,P1,TATAPAAN,"Ds. Paslaten, Kec. Tatapaan",81244655588,,,,
TONDANO,TONDANO,P1,MAESAAN,"Ds. Kinaweruan, Kec. Maesaan",'08567400100 / 08971616902,,,,
TONDANO,TONDANO,P1,MOTOLING BARAT,"Ds. Raanan, Kec. Motoling ",,,,,
TONDANO,TONDANO,P1,TARERAN,"Ds. Lansot, Kec. Tareran",85256269091,,,,
TONDANO,TONDANO,P1,SULUUN,"Ds. Suluun Empat, Kec.Tareran",81340880879,,,,
TONDANO,TONDANO,P1,TUMPAAN,"Ds. Tumpaan Satu, Kec.Tumpaan",'08124408254,,,,
TONDANO,TONDANO,P1,AMURANG,"Ds. Uwuran Dua, Kec. Amurang",8529806962,,,,
TONDANO,TONDANO,P1,TENGA,"Ds. Tenga, Kec.Tenga",,,,,
TONDANO,TONDANO,P1,ONGKAW,"Ds. Ongkaw Satu, Kec. Sinonsayang",81340146600,,,,
TONDANO,TONDANO,P1,MOTOLING,"Ds. Motoling, Kec. Motoling",81356363166,,,,
TONDANO,TONDANO,P1,TOMPASO BARU,"Ds. Tompaso Baru, Kec. Tompaso Baru",82189775067,,,,
TONDANO,TONDANO,P1,MODOINDING,"Ds. Pinasungkulan, Kec. Modoinding",82347829375,,,,
TONDANO,TONDANO,P1,POOPO,"Ds. Poopo, Kec. Ranoyapo",81340134556,,,,
TONDANO,TONDANO,P1,ADOW,"Ds. Adow, Kec. Pinolosian",82343545302,,,,
TONDANO,TONDANO,P1,DUMINANGA,Ds. Duminanga Kec Bolang Uki,81244427530,,,,
TONDANO,TONDANO,P1,MILANGODAA,Ds. Milangodaa Kec. Posigadan,,,,,
TONDANO,TONDANO,P1,MOLIBAGU,"Ds. Molibagu, Kec. Bolang Uki",82346312771,,,,
TONDANO,TONDANO,P1,MOMALIA,"Ds. Momalia, Kec. Posigadan",81244427530,,,,
TONDANO,TONDANO,P1,PINOLOSIAN,"Ds. Pinolosian, Kec. Pinolosian",085256525592/085256698512,,,,
TONDANO,TONDANO,P1,DUMAGIN,"Ds. Dumagin, Kec. Pinolosian",8.56557E+11,,,,
TONDANO,TONDANO,P1,TADOY,"Ds. Tadoy, Kec. Bolaang Timur",85256590385,,,,
TONDANO,TONDANO,P1,BILALANG,Kec. Bilalang,81340308419,,,,
TONDANO,TONDANO,P1,BUNTALO,Ds. Buntalo Kec. Lolak,85255861234,,,,
TONDANO,TONDANO,P1,IMANDI,"Kel. Imandi, Kec. Domuga Timur",85298402372,,,,
TONDANO,TONDANO,P1,PUSIAN,"Ds. Pusian, Kec. Domuga Timur",85341258897,,,,
TONDANO,TONDANO,P1,MOPUYA,"Ds. Mopuya, Kec. Domuga Utara",81340801511,,,,
TONDANO,TONDANO,P1,LOLAK,"Ds. Lolak, Kec. Lolak",82196406501,,,,
TONDANO,TONDANO,P1,TUNGOI,"Ds. Tungoi, Kec. Lolayan",82189489670,,,,
TONDANO,TONDANO,P1,TANOYAN,"Ds. Tanoyan Utara, Kec. Lolayan",81244710754,,,,
TONDANO,TONDANO,P1,POIGAR,"Ds. Poigar II, Kec. Poigar",85255863442,,,,
TONDANO,TONDANO,P1,MAELANG,"Ds. Lolanan, Kec. Sangtombolang",81340661060,,,,
TONDANO,TONDANO,P1,INOBONTO,"Kel. Inobonto, Kec. Bolaang",81244737771,,,,
TONDANO,TONDANO,P1,KOMANGAAN,"Ds. Komangaan, Kec. Bolaang",08/5340270947,,,,
TONDANO,TONDANO,P1,DOLODUO,"Ds. Doloduo, Kec. Domuga Barat",'081356811125,,,,
TONDANO,TONDANO,P1,PASSI BARAT,"Ds. Passi, Kec. Passi Barat",85299441422,,,,
TONDANO,TONDANO,P1,PANGIAN,"Ds. Pangian, Kec. Passi Timur",8114302922,,,,
TONDANO,TONDANO,P1,TUTUYAN,"Ds. Tutuyan, Kec. Tutuyan",85340166005,,,,
TONDANO,TONDANO,P1,MODAYAG BARAT,"Ds. Modayag Barat, Kec. Modayag",85240040096,,,,
TONDANO,TONDANO,P1,MODAYAG,"Ds. Modayag, Kec.  Modayag",82191573036,,,,
TONDANO,TONDANO,P1,KOTABUNAN,"Ds. Kotabunan, Kec. Kotabunan",85240012991,,,,
TONDANO,TONDANO,P1,NUANGAN,"Ds. Nuangan, Kec. Nuangan",82195439497,,,,
TONDANO,TONDANO,P1,SANGTOMBOLANG,Kec. Sangkub,85256789906,,,,
TONDANO,TONDANO,P1,MOKODITEK,Kec. Bolang itang timur,85340500072,,,,
TONDANO,TONDANO,P1,OLLOT,Kec. Bolang Itang Barat,85240936966,,,,
TONDANO,TONDANO,P1,TUNTUNG,"Ds. Tuntung, Kec. Pinogaluman",,,,,
TONDANO,TONDANO,P1,BINTAUNA PANTAI,"Ds. Bintauna Pantai, Kec. Bintauna",81340843238,,,,
TONDANO,TONDANO,P1,BINTAUNA,"Kel. Bintauna, Kec. Bintauna",82190581995,,,,
TONDANO,TONDANO,P1,SANGKUB,"Ds. Sangkub I, Kec. Sangkub",85256580280,,,,
TONDANO,TONDANO,P1,BOROKO,"Ds. Boroko, Kec. Kaidipang",81340646678,,,,
TONDANO,TONDANO,P1,BUKO,"Ds. Tombulang, Kec. Pinogaluman",85240557663,,,,
TONDANO,TONDANO,P1,BOLAANG ITANG,"Ds. Bolang Itang, Kec. Bolang Itang Timur",85256426059,,,,
TONDANO,TONDANO,P1,BOHABAK,"Ds. Bohabak II, Kec. Bolang Itang Timur",81244745868,,,,
TONDANO,TONDANO,P1,BILALANG,"Ds. Bilalang I, Kec. Kotamobagu Utara 95751",82187699670,,,,
TONDANO,TONDANO,P1,MOTOBOI KECIL,"Kel. Motoboi Kecil, Kec. Kotamobagu Selatan 95717",8114304197,,,,
TONDANO,TONDANO,P1,GOGAGOMAN,"Kel. Gogagoman, Kec. Kotamobagu Barat 95715",081356108897/085696216649,,,,
TONDANO,TONDANO,P1,BILALANG,"Ds. Bilalang I, Kec. Kotamobagu Utara 95751",85696216649,,,,
TONDANO,TONDANO,P1,KOTOBANGON,"Kel. Kotobangon, Kec. Kotamobagu Timur 75712",81340187073,,,,
TONDANO,TONDANO,P1,UPAI,"Kel. Upai, Kec. Kotamobagu Utara 95714",82191200241,,,,
TONDANO,TONDANO,P2,Dr. NANCY MONA ANSYELA KALIGIS,KAKASKASEN II LIINGK. III TOMOHON UTARA,0431-3333616,,,,
TONDANO,TONDANO,P2,Dr. MIEKE RUMAMBI,JL. RAYA TOMOHON KAKASKASEN,0431-351263/08152351299,,,,
TONDANO,TONDANO,P2,"Dr. DEESJE V. LIUW,M.BIOMED",MATANI II KEC. TOMOHON TENGAH,085298650552,,,,
TONDANO,TONDANO,P2,"Dr. DEEVY PELEALU,M.BIOMED,DK",JL. WALIAN LK.I - TOMOHON SELATAN,085298510999,,,,
TONDANO,TONDANO,P2,Dr. VERA DIANE TOMBOKAN,KAMASI KEC. TOMOHON TENGAH,81340442644,,,,
TONDANO,TONDANO,P2,Dr. GRACE DESIRE MARIA JOZEFA,PANGOLOMBIAN KEC. TOMOHON SELATAN,085240033938,,,,
TONDANO,TONDANO,P2,Dr. STEFANI GRACIA CH KEMUR,PASLATEN I TOMOHON TIMUR,082193317261,,,,
TONDANO,TONDANO,P2,Dr. CAROLINA A.P SAERANG,SARANI MATANI - TANAWANGKO,08124468846,,,,
TONDANO,TONDANO,P2,"Dr. GREITY I. GIROTH,MKES,DK","DESA WOLAANG JG.III,KEC. LANGOWAN TIMUR - MINAHASA",085210840111,,,,
TONDANO,TONDANO,P2,Dr. JEIN PINANGKAAN,"KEL. WEWELAN LK.II, KEC. TONDANO BARAT - MINAHASA",085396222185,,,,
TONDANO,TONDANO,P2,Dr. MAYA RAMBITAN,SENDANGAN - KAWANGKOAN,0811437205,,,,
TONDANO,TONDANO,P2,Dr. ROMMY M INKIRIWANG,SENDANGAN - KAKAS,08124476099,,,,
TONDANO,TONDANO,P2,Dr. HARY M KAHARMEN,KEL. TATAARAN I - TONDANO,0811437732 0431 - 3126434,,,,
TONDANO,TONDANO,P2,Dr. MAXIMILIANUS JOHAN UMBOH,"DESA TOULIANGOKI, KEC. ERIS",081340818390,,,,
TONDANO,TONDANO,P2,"Dr. Y.A.D KAUNANG,DK,M.KES","KOKA-KEMBES JG.II, KEC.TOMBULU",081340773785,,,,
TONDANO,TONDANO,P2,"Dr. VIRGINIA WINDAH,M.KES",MOKUPA,082188705559,,,,
TONDANO,TONDANO,P2,Dr. VALLY CH. H. RATULANGI,TOMPASO II JAGA V TOMPASO,085240508289,,,,
TONDANO,TONDANO,P2,Dr. DEYSI. I. J. PANTOW,SONDER KAB. MINAHASA,085225220211,,,,
TONDANO,TONDANO,P2,Dr. MARYANI SURONOTO,JL. RAYA TONDANO,0811437205,,,,
TONDANO,TONDANO,P2,Dr. LUCYANA KAENG,KELURAHAN KOYA KEC. TONDANO BARAT,082193309192/085240333572,,,,
TONDANO,TONDANO,P2,Dr. MARDY S. ROTINSULU,"KEL. RANOMEA LK.IV, KEC.AMURANG TIMUR",08124458389,,,,
TONDANO,TONDANO,P2,Dr. RIO A. NAJOAN,LANSOT - TARERAN,085240003005,,,,
TONDANO,TONDANO,P2,Dr. YOPY SEWOW,SINISIR KEC. MODOINDING,081356135000,,,,
TONDANO,TONDANO,P2,"Dr. HANNA. J. WUNGKAR, M.KES",TUMPAAN ,08124408254,,,,
TONDANO,TONDANO,P2,Dr. DIANE CHRISIAN KANSIL,TAMBELANG JG III KEC. MAESAAN MINSEL,08567400100 / 08971616902,,,,
TONDANO,TONDANO,P2,Dr. CONSTANCE JANE HAMPP,KAPITU MINAHASA SELATAN,085240064869,,,,
TONDANO,TONDANO,P2,Dr. DIANA SIVORA TAROREH,"LOBU I JG.II, KEC.TOULUAAN",081244908848,,,,
TONDANO,TONDANO,P2,Dr. LILY MAWATY,TOSURAYA RATAHAN LK.V MITRA,085240366468,,,,
TONDANO,TONDANO,P2,Dr. FRANKLY WINERUNGAN,KOTABANGON KOTAMOBAGU TIMUR,085396274927,,,,
TONDANO,TONDANO,P2,Dr. SUGENG HERMAWAN,BINTAUNA KAB. BOLMUT,085241745656,,,,
TONDANO,TONDANO,P2,Dr. DEBBY LIANE PEGI MASENGI,KOMPLES PKM PINOLOSIAN ,085256525592,,,,
TONDANO,TONDANO,P2,DR. MINARNI  MANOPPO,TUTUYAN I KEC. TUTUYAN KAB. BOLAANG MONGONDOW TIMUR,08124451609,,,,
TONDANO,TONDANO,P2,Dr. CHRISTIN LIKLIKWATIL,KEC. INOBONTO,085240477901,,,,
TONDANO,TONDANO,P2,Dr. DEBBY CINTHIA D KULO,LOLAK,081340684003,,,,
TONDANO,TONDANO,P2,Dr. TINNY NOVA SONDAKH,BOLMONG,085397921117,,,,
TONDANO,TONDANO,P2,Dr. Gandi Napitupulu,Desa Papakelan Kec. Tondano Timut,85298238913,,,,
TONDANO,TONDANO,P3,Drg. YULIA MILSAN,KOLONGAN TOMOHON TENGAH,081384422567,,,,
TONDANO,TONDANO,P3,Drg Indriyati,Kel. Sendangan Kec. Kawangkoan,0811177762,,,,
TONDANO,TONDANO,P3,drg. Mirsarinda Anandia Leander,Desa Tounkuramber Kec. Tondano Barat,081310005618,,,,
TONDANO,TONDANO,L1,RSUD. Dr. Sam Ratulangi,Jl. Suprapto Kel.. Luaan Kec. Tondano Timur Kab. Minahasa,(0431)321171-321172,C,,,
TONDANO,TONDANO,L1,RSUD. Noongan,Jl. Raya Noongan Kab. Minahasa,(0431)321744,D,,,
TONDANO,TONDANO,L1,RS Datoe Binangkang,Jl. Yos Sudarso Kota Kotamobagu,0434-21574,C,,,
TONDANO,TONDANO,L1,RSUP Ratatotok Buyat,Ratatotok Kab. Minahasa Selatan,0431317610,C,,,
